Category,Priority,File,Line,Link_Text,Target,Status,Impact
other,low,docs/principles/context7-research.md,149,Apply fundamental.md for evidence-based approach,fundamental.md#evidence,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/context7-research.md,150,Execute workflow.md research phase,workflow.md#2-research,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/context7-research.md,151,Use engineering.md for technical methodologies,engineering.md#methodologies,BROKEN,Navigation disruption in other system
other,low,docs/principles/context7-research.md,152,Follow organization.md for documentation structure,organization.md#documentation,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/context7-research.md,155,Context7 Library Resolution Tool,../../agents/research-analyst.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/dynamic-adaptation.md,44,directive.md execution rules,directive.md#execution-rules,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/dynamic-adaptation.md,60,workflow.md validation phase,workflow.md#7-validation,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/dynamic-adaptation.md,118,Use navigation.md for consistent link patterns,../components/navigation.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/task-orchestration.md,36,context-efficiency.md preservation strategy,context-efficiency.md#context-preservation-strategy,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/task-orchestration.md,100,Deploy project-optimizer.md for complex analysis,../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/task-orchestration.md,101,Use agent-creator.md for new agent development,../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/task-orchestration.md,102,Apply delegation-advisor.md for task routing,../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/task-orchestration.md,103,Reference agent-architect.md for gold standard,../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/task-orchestration.md,107,Use navigation.md for consistent links,../components/navigation.md,BROKEN,Navigation disruption in other system
other,low,docs/principles/expert-documentation.md,32,agent-definition.md expert scope requirements,agent-definition.md#expert-scope-requirements,BROKEN,Navigation disruption in other system
other,low,docs/principles/expert-documentation.md,40,agent-selection.md quality standards,agent-selection.md#quality-standards,BROKEN,Navigation disruption in other system
workflow,low,docs/principles/expert-documentation.md,65,workflow.md systematic phases,workflow.md#eight-phase-methodology,BROKEN,Navigation disruption in workflow system
other,low,docs/principles/expert-documentation.md,90,agent-definition.md precision definition standards,agent-definition.md#precision-definition-standards,BROKEN,Navigation disruption in other system
other,low,docs/principles/expert-documentation.md,116,agent-selection.md systematic agent analysis,agent-selection.md#systematic-agent-analysis,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/expert-documentation.md,124,documentation-curator.md,../agents/documentation-curator.md,BROKEN,Navigation disruption in navigation system
other,low,docs/principles/expert-documentation.md,149,communication.md imperative communication,communication.md#imperative-philosophy,BROKEN,Navigation disruption in other system
navigation,medium,docs/principles/expert-documentation.md,205,Deploy documentation-curator.md for integrity management,../agents/documentation-curator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/expert-documentation.md,206,Use agent-creator.md for specialist agent development,../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/principles/expert-documentation.md,207,Apply agent-architect.md for gold standard reference,../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
command,high,docs/commands/COMMANDS.md,66,system-audit.md,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,docs/commands/COMMANDS.md,67,modularize.md,../../commands/analysis/modularize.md,BROKEN,Navigation disruption in command system
command,high,docs/commands/COMMANDS.md,68,analyze-dependencies.md,../../commands/analysis/analyze-dependencies.md,BROKEN,Navigation disruption in command system
command,high,docs/commands/COMMANDS.md,211,Execute system-audit.md,../../commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,docs/commands/COMMANDS.md,212,Execute modularize.md,../../commands/analysis/modularize.md,BROKEN,Navigation disruption in command system
command,high,docs/commands/COMMANDS.md,213,Execute analyze-dependencies.md,../../commands/analysis/analyze-dependencies.md,BROKEN,Navigation disruption in command system
navigation,medium,docs/agents-documentation/AGENT_DEFINITION.md,113,Reference agent-architect for gold standard,../../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/agents-documentation/AGENT_DEFINITION.md,114,Use agent-creator for automation,../../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/agents-documentation/AGENT_DEFINITION.md,115,Deploy project-optimizer for improvements,../../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
other,low,docs/agents-documentation/AGENT_DEFINITION.md,119,Use component templates,components/README.md,BROKEN,Navigation disruption in other system
other,low,docs/agents-documentation/AGENT_DEFINITION.md,120,Follow separation guidelines,SEPARATION_COMPLETE.md,BROKEN,Navigation disruption in other system
navigation,medium,docs/agents-documentation/README.md,25,Deploy project-optimizer.md,../../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/agents-documentation/README.md,26,Use agent-creator.md,../../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/agents-documentation/README.md,27,Apply delegation-advisor.md,../../agents/delegation-advisor.md,BROKEN,Navigation disruption in navigation system
navigation,medium,docs/agents-documentation/README.md,28,Study agent-architect.md,../../agents/agent-architect.md,BROKEN,Navigation disruption in navigation system
other,low,dashboard/node_modules/eslint-config-standard/CHANGELOG.md,4,`standard` CHANGELOG,https://github.com/standard/standard/blob/master/CHANGELOG.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/formidable/README.md,62,VERSION NOTES,https://github.com/node-formidable/formidable/blob/master/VERSION_NOTES.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/formidable/README.md,735,./CHANGELOG.md,./CHANGELOG.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/tsconfig-paths/CHANGELOG.md,268,README,https://github.com/dividab/tsconfig-paths/blob/master/README.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/@noble/hashes/README.md,486,make this library 4x+ faster,./benchmark/README.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/@noble/hashes/README.md,504,our approach to testing,./test/README.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/dotenv/README.md,635,CONTRIBUTING.md,CONTRIBUTING.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/dotenv/README-es.md,401,CONTRIBUTING.md,CONTRIBUTING.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/type-fest/readme.md,19,TypeScript project,https://github.com/Microsoft/TypeScript/blob/master/CONTRIBUTING.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/type-fest/readme.md,23,contributing guidelines,.github/contributing.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/ci-info/README.md,5,"open an
issue",https://github.com/watson/ci-info/issues/new?template=ci-server-not-detected.md,BROKEN,Navigation disruption in other system
other,low,dashboard/node_modules/eslint-plugin-import/CHANGELOG.md,1008,Resolver documentation,./resolvers/README.md,BROKEN,Navigation disruption in other system
navigation,high,dashboard/node_modules/eslint-plugin-import/CHANGELOG.md,1044,`ignore`,./docs/rules/no-unresolved.md#ignore,BROKEN,Navigation disruption in navigation system
